abandono	0.4725
abatir	0.31
abierto	0.7113
abismo	0.425
abrazar	0.8287
abrazo	0.8475
abroncar	0.2325
abuso	0.5875
acariciar	0.7
acatar	0.4788
aceptación	0.5962
acera	0.6913
aclamar	0.485
acné	0.5913
acogedora	0.5713
acosar	0.5288
actuar	0.6488
acuarela	0.4762
acuático	0.5513
acuchillar	0.3162
acusar	0.6162
admirar	0.7412
adulterado	0.4225
adulterio	0.4213
advertir	0.7212
afamado	0.3563
afectuoso	0.6412
afición	0.65
agencia	0.5787
aglomeración	0.5463
agonizar	0.4962
agradar	0.75
agredir	0.4688
agua	0.9125
aguijón	0.4663
ahogar	0.4788
ahorcar	0.425
alabar	0.4775
alarma	0.8125
alarmar	0.59
alegrar	0.7913
alegría	0.8462
alentador	0.5262
alicatar	0.32
alimentar	0.7262
alterado	0.5913
alto	0.8063
aludir	0.3788
amar	0.7913
amargura	0.4537
amenazado	0.5875
amenazador	0.5625
amenazar	0.4487
amistad	0.8438
amistoso	0.725
amordazar	0.4087
amplia	0.6038
amputación	0.425
ancho	0.6837
anclar	0.3638
animar	0.7462
aniquilar	0.4537
anorexia	0.4087
anotar	0.61
ansiedad	0.775
anticuado	0.4413
antiguo	0.7375
antipático	0.5787
apaciguado	0.3625
aparato	0.6162
apasionado	0.6787
apendicitis	0.4038
aperitivo	0.6562
apestoso	0.4925
apilar	0.5088
aplastar	0.5425
aplaudir	0.7075
aplausos	0.6837
apodar	0.4313
aprobar	0.8838
araña	0.6088
armar	0.55
armonía	0.5663
aroma	0.6088
arrasar	0.59
arriesgado	0.65
arrimar	0.6138
arrollar	0.5
arroz	0.7837
arruinar	0.6212
artículo	0.7087
artístico	0.6062
asaltar	0.5162
asfixiar	0.4337
asombrar	0.6288
astuto	0.6038
asustar	0.7
atacar	0.5787
ataque	0.6837
atardecer	0.6713
atasco	0.7963
ataúd	0.4137
atemorizar	0.475
atender	0.8375
aterrar	0.5088
aterrorizar	0.4788
atmosférico	0.4875
átomo	0.5375
atontado	0.5875
atornillar	0.425
atracar	0.575
atractivo	0.7375
atravesar	0.5663
aturdido	0.4413
ausencia	0.6138
auténtico	0.7037
auxiliar	0.5463
aventurero	0.565
aversivo	0.5625
avispado	0.4688
azulejo	0.5162
babosa	0.4375
bailar	0.7575
baile	0.6725
balneario	0.4925
barba	0.7462
bebé	0.7163
bello	0.6625
beneficio	0.6625
besar	0.8125
bienestar	0.6625
bikini	0.6913
binario	0.4263
bochorno	0.4762
bola	0.6625
bombardear	0.3788
bondadoso	0.5913
bonito	0.7837
borroso	0.595
bosque	0.6737
botón	0.6412
brincar	0.4575
broma	0.8037
cachorro	0.7375
caducado	0.6212
caer	0.6663
calavera	0.4038
calentar	0.825
calma	0.7662
calmado	0.7087
calmante	0.5837
camping	0.4375
canal	0.5837
canción	0.8512
cansancio	0.7662
cantar	0.8287
capa	0.5375
caprichoso	0.7375
carcajada	0.6625
carismático	0.4962
cartesiano	0.3287
castigar	0.6212
catástrofe	0.535
cauto	0.5038
cazar	0.4087
cefalea	0.4563
ceguera	0.4788
celda	0.525
celebración	0.6787
celebrar	0.725
celulitis	0.5837
chaquetero	0.5038
charca	0.4213
charlar	0.75
chimenea	0.5088
chistoso	0.6088
chivato	0.4925
chuchería	0.6212
chulo	0.6562
cifrado	0.3513
cine	0.7712
cirugía	0.6375
cita	0.715
claridad	0.625
clase	0.8337
clavel	0.4587
coacción	0.3925
coaccionar	0.52
cobrar	0.7125
cocer	0.65
codicioso	0.4663
colorado	0.5125
comentario	0.8087
comenzar	0.7163
cómico	0.645
cómodo	0.7388
compadecer	0.4925
compañía	0.6987
compartir	0.775
compasivo	0.6162
competente 	0.5975
competitivo	0.6362
complacer	0.6725
complacido	0.5125
comprensión	0.6787
comunicación	0.6625
comunicativo	0.6125
condena	0.5913
confidente	0.4587
conflicto	0.6212
confundido	0.6875
congelado	0.6737
conocer	0.7788
consciente	0.7125
conseguir	0.7462
conservar	0.7087
contentar	0.6412
contento	0.7887
contrario	0.6338
cooperar	0.7037
coordinación	0.5587
coquetear	0.5737
correr	0.8287
corromper	0.4475
cosa	0.8875
creativo	0.6913
crecer	0.7625
crédulo	0.3488
creído	0.6375
crisis	0.9
cuadrada	0.4437
cucaracha	0.5625
cuento	0.6525
cuidar	0.7462
culto	0.68
danza	0.6125
dañar	0.5988
dañino	0.5238
dar	0.8787
década	0.5288
decapitar	0.3337
decidir	0.7837
decoro	0.3663
defender	0.6913
degollar	0.3912
delfín	0.5513
delgado	0.7087
delicadeza	0.6288
delicioso	0.6713
delincuencia	0.66
demencia	0.5288
democracia	0.7712
denigrar	0.5125
denominar	0.4663
derruir	0.46
derrumbar	0.5787
desafiar	0.5737
desagradable	0.6787
desahuciado	0.7188
desahuciar	0.7075
desahucio	0.72
desamor	0.4375
desangrar	0.525
descansar	0.8163
desconsiderado	0.545
